City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
84,atuona,-9.8,-139.0333,26.9,81,91,5.37,PF,1681192255
85,port alfred,-33.5906,26.891,15.66,62,72,2.24,ZA,1681192246
86,manicore,-5.8092,-61.3003,22.6,99,99,0.71,BR,1681192789
87,puerto ayora,-0.7393,-90.3518,25.86,91,61,0.35,EC,1681192243
88,koulikoro,14.0,-7.75,28.03,25,96,3.54,ML,1681192789
89,havoysund,70.9963,24.6622,3.13,85,98,3.11,NO,1681192789
90,gweta,-20.1833,25.2333,21.92,63,99,2.29,BW,1681192789
91,trelew,-43.249,-65.3051,13.69,56,100,3.71,AR,1681192759
92,saint-pierre,-21.3393,55.4781,29.2,74,0,4.63,RE,1681192299
93,pansemal,21.65,74.7,37.64,14,9,2.13,IN,1681192789
94,cloquet,46.7216,-92.4594,10.19,52,0,3.6,US,1681192789
95,grand gaube,-20.0064,57.6608,26.88,76,100,0.89,MU,1681192315
96,sun valley,39.5963,-119.776,15.38,49,0,4.63,US,1681192790
97,bredasdorp,-34.5322,20.0403,13.88,73,59,1.7,ZA,1681192239
98,lompoc,34.6391,-120.4579,12.23,95,100,2.57,US,1681192368
99,lavumisa,-27.31,31.892,20.59,79,100,3.47,SZ,1681192790
100,longyearbyen,78.2186,15.6401,-4.09,80,75,7.2,SJ,1681192274
101,torbay,47.6666,-52.7314,1.82,75,0,9.26,CA,1681192311
102,inuvik,68.3499,-133.7218,-12.44,85,100,2.57,CA,1681192790
103,banjar,-8.19,114.9675,29.22,77,38,1.79,ID,1681192790
104,moerai,-22.4333,-151.3333,25.56,76,36,6.98,PF,1681192790
105,paita,-5.0892,-81.1144,26.58,79,94,2.27,PE,1681192790
106,khatanga,71.9667,102.5,-16.88,76,100,5.77,RU,1681192235
107,saskylakh,71.9167,114.0833,-15.27,83,100,6.09,RU,1681192270
108,goderich,43.7501,-81.7165,12.18,40,89,7.72,CA,1681192568
109,kavieng,-2.5744,150.7967,27.83,75,91,4.03,PG,1681192358
110,bandar,2.05,99.75,33.81,47,61,1.45,ID,1681192791
111,hasaki,35.7333,140.8333,24.01,66,0,11.93,JP,1681192260
112,nikolskoye,59.7035,30.7861,7.67,75,100,0.53,RU,1681192243
113,souillac,-20.5167,57.5167,26.21,89,75,2.57,MU,1681192331
114,verkhnevilyuysk,63.4453,120.3167,-7.45,72,100,0.93,RU,1681192791
115,jawhar,2.7809,45.5005,31.01,56,30,6.91,SO,1681192791
116,pitimbu,-7.4706,-34.8086,24.33,76,100,3.84,BR,1681192791
117,springbok,-29.6643,17.8865,9.18,41,56,2.82,ZA,1681192791
118,nome,64.5011,-165.4064,-24.35,67,7,2.16,US,1681192791
119,bengkulu,-3.8004,102.2655,29.03,67,56,3.35,ID,1681192300
120,tuktoyaktuk,69.4541,-133.0374,-11.0,92,100,7.72,CA,1681192246
121,bousso,10.4795,16.7117,32.3,24,100,2.18,TD,1681192257
122,victoria,22.2855,114.1577,28.44,85,86,4.42,HK,1681192023
123,east london,-33.0153,27.9116,14.52,54,0,5.66,ZA,1681192258
124,upernavik,72.7868,-56.1549,-18.72,97,99,5.67,GL,1681192234
125,port elizabeth,-33.918,25.5701,16.29,65,0,8.23,ZA,1681192258
126,georgetown,5.4112,100.3354,32.96,66,20,4.12,MY,1681192271
127,tiksi,71.6872,128.8694,-18.28,92,39,2.04,RU,1681192291
128,henties bay,-22.116,14.2845,14.14,85,0,1.59,NA,1681192321
129,omboue,-1.5746,9.2618,25.88,87,100,1.5,GA,1681192347
130,russell,32.3502,-85.1999,13.6,87,0,0.0,US,1681192792
131,platteville,42.7342,-90.4785,14.31,64,82,3.04,US,1681192792
132,marovoay,-16.1,46.6333,27.41,80,4,0.74,MG,1681192792
133,cooma,-36.2333,149.1333,13.57,64,81,2.93,AU,1681192792
134,bridgetown,13.1,-59.6167,26.27,69,40,8.23,BB,1681192443
135,carnarvon,-24.8667,113.6333,24.16,47,11,8.76,AU,1681192242
136,aklavik,68.2191,-135.0107,-13.93,96,100,2.59,CA,1681192244
137,luderitz,-26.6481,15.1594,16.2,43,41,3.26,NA,1681192793
138,barkhan,29.8977,69.5256,27.15,15,53,2.95,PK,1681192793
139,cabo san lucas,22.8909,-109.9124,23.06,41,31,0.45,MX,1681191991
140,kenai,60.5544,-151.2583,-2.73,78,0,0.0,US,1681192783
141,linxia,35.6003,103.2064,16.1,23,14,2.82,CN,1681192793
142,makakilo city,21.3469,-158.0858,24.18,74,0,6.17,US,1681192316
143,hofn,64.2539,-15.2082,2.38,97,100,2.97,IS,1681192793
144,husavik,66.0449,-17.3389,1.81,99,100,3.7,IS,1681192287
145,puerto colombia,10.9878,-74.9547,27.05,90,37,10.47,CO,1681192793
146,rawson,-43.3002,-65.1023,13.78,58,100,4.74,AR,1681192248
147,hermanus,-34.4187,19.2345,12.11,67,70,0.91,ZA,1681192241
148,bayir,37.2687,28.2167,7.29,83,6,1.78,TR,1681192794
149,nong chik,6.8436,101.178,32.15,57,75,5.43,TH,1681192794
150,eirunepe,-6.6603,-69.8736,21.99,99,100,0.44,BR,1681192794
151,nouadhibou,20.931,-17.0347,16.99,94,75,4.63,MR,1681192794
152,norman wells,65.282,-126.8329,-3.98,63,75,6.17,CA,1681192318
153,mar del plata,-38.0023,-57.5575,18.94,86,100,8.94,AR,1681192211
154,provost,52.3501,-110.2683,3.25,81,100,5.15,CA,1681192208
155,namatanai,-3.6667,152.4333,27.53,78,93,1.97,PG,1681192369
156,portland,45.5234,-122.6762,6.72,95,100,3.13,US,1681192696
157,leningradskiy,69.3833,178.4167,-21.77,95,33,2.36,RU,1681192268
158,naro,37.2935,13.7936,6.49,78,2,1.82,IT,1681192795
159,cidreira,-30.1811,-50.2056,21.81,88,11,4.39,BR,1681192251
160,arica,-18.475,-70.3042,20.13,73,0,1.54,CL,1681192774
161,broken hill,-31.95,141.4333,24.6,28,71,4.72,AU,1681192275
162,taoudenni,22.6783,-3.9836,23.46,12,97,5.2,ML,1681192795
163,rio grande,-32.035,-52.0986,21.46,88,90,1.61,BR,1681192106
164,vila velha,-20.3297,-40.2925,21.97,97,100,3.09,BR,1681192282
165,san cristobal,7.7669,-72.225,23.1,95,83,1.17,VE,1681192795
166,kiunga,-6.1219,141.2906,33.75,47,68,1.41,PG,1681192279
167,cherskiy,68.75,161.3,-14.77,89,7,2.98,RU,1681192244
168,shihezi,44.3,86.0333,15.95,26,100,2.17,CN,1681192795
169,sambava,-14.2667,50.1667,26.93,74,17,1.28,MG,1681192795
170,khash,28.2211,61.2158,25.58,14,3,5.84,IR,1681192796
171,carballo,43.213,-8.691,9.93,94,97,1.2,ES,1681192796
172,miguel calmon,-11.4289,-40.595,19.08,99,64,0.9,BR,1681192796
173,karratha,-20.7377,116.8463,33.81,26,79,3.93,AU,1681192316
174,tomaszow lubelski,50.4477,23.4162,7.17,81,5,3.42,PL,1681192796
175,alice,27.7523,-98.0697,18.76,94,0,3.09,US,1681192796
176,bathsheba,13.2167,-59.5167,26.34,69,40,8.23,BB,1681192299
177,xuddur,4.1213,43.8894,28.73,53,46,9.34,SO,1681192342
178,barcelos,41.5388,-8.6151,14.08,95,41,0.72,PT,1681192796
179,katsuura,35.1333,140.3,20.01,69,0,10.29,JP,1681192245
180,wattegama,6.7989,81.4808,33.57,40,79,4.0,LK,1681192796
181,ziyang,29.2497,117.8547,24.92,73,79,1.29,CN,1681192797
182,garowe,8.4054,48.4845,27.39,56,88,6.27,SO,1681192797
183,chirongui,-12.9319,45.1483,28.96,71,39,2.06,YT,1681192797
184,egvekinot,66.3167,-179.1667,-22.85,88,6,2.73,RU,1681192797
185,hovd,48.0056,91.6419,8.0,22,100,1.36,MN,1681192797
186,aksarka,66.5606,67.7975,-14.66,86,100,1.2,RU,1681192797
187,provideniya,64.3833,-173.3,-19.8,59,0,6.0,RU,1681192279
188,espanola,35.9911,-106.0806,16.99,32,0,0.59,US,1681192798
189,petatlan,17.5167,-101.2667,24.64,75,49,1.37,MX,1681192798
190,luanda,-8.8368,13.2343,26.0,89,75,2.06,AO,1681192618
191,labuan,5.2767,115.2417,26.2,89,40,0.0,MY,1681192798
192,ust-tsilma,65.441,52.1498,0.83,97,100,4.42,RU,1681192798
193,qostanay,53.1667,63.5833,7.16,33,0,2.0,KZ,1681192798
194,quarai,-30.3875,-56.4514,18.22,71,0,1.81,BR,1681192798
195,medenychi,49.4305,23.7507,6.99,86,61,3.21,UA,1681192798
196,nanortalik,60.1432,-45.2371,0.25,94,100,3.18,GL,1681192257
197,lamar,33.6668,-95.5836,14.09,88,0,0.0,US,1681192798
198,san pablo de borbur,5.6603,-74.0621,21.77,95,84,2.03,CO,1681192798
199,veraval,20.9,70.3667,31.05,42,52,5.62,IN,1681192799
200,xai-xai,-25.0519,33.6442,24.3,86,98,6.26,MZ,1681192799
201,kahului,20.8947,-156.47,23.25,80,40,5.14,US,1681192268
202,vardo,70.3705,31.1107,1.99,87,100,4.63,NO,1681192270
203,markova,48.6758,24.4138,5.81,87,45,0.72,UA,1681192799
204,mehran,33.1222,46.1646,28.81,18,53,10.7,IR,1681192799
205,mount gambier,-37.8333,140.7667,18.95,45,100,2.95,AU,1681192328
206,chicama,-7.8447,-79.1469,25.3,81,99,2.41,PE,1681192236
207,chuy,-33.6971,-53.4616,17.52,90,24,2.6,UY,1681192241
208,tessalit,20.1986,1.0114,22.96,14,100,2.81,ML,1681192281
209,fare,-16.7,-151.0167,27.43,76,100,4.11,PF,1681192799
210,arlit,18.7369,7.3853,25.94,20,61,4.4,NE,1681192294
211,praia da vitoria,38.7333,-27.0667,17.14,82,75,6.33,PT,1681192328
212,awjilah,29.1081,21.2869,14.0,61,0,6.15,LY,1681192799
213,zhuhai,22.2769,113.5678,29.92,83,20,1.54,CN,1681192352
214,yar-sale,66.8333,70.8333,-19.37,80,30,2.0,RU,1681192241
215,tuatapere,-46.1333,167.6833,12.86,97,100,2.48,NZ,1681192252
216,darnah,32.767,22.6367,13.87,67,60,6.69,LY,1681192800
217,mananjary,-21.2167,48.3333,25.96,72,6,0.98,MG,1681192800
218,seoul,37.5683,126.9778,14.78,88,75,8.75,KR,1681192697
219,port hedland,-20.3167,118.5667,39.03,21,75,3.6,AU,1681192800
220,lebu,-37.6167,-73.65,14.82,98,71,2.16,CL,1681192276
221,belmonte,-15.8631,-38.8828,24.62,89,85,4.6,BR,1681192801
222,harper,4.375,-7.7169,24.25,91,100,1.51,LR,1681192807
223,cotonou,6.3654,2.4183,28.99,79,40,4.63,BJ,1681192700
224,bykovo,55.6361,38.0803,9.23,73,0,0.0,RU,1681192810
225,mugla,37.2303,28.3557,7.04,83,3,1.97,TR,1681192827
226,tiruvidaimarudur,10.996,79.4521,34.95,36,60,3.02,IN,1681192837
227,fernandopolis,-20.2839,-50.2464,18.74,88,78,2.41,BR,1681192838
228,nemuro,43.3236,145.575,6.59,80,26,4.15,JP,1681192838
229,caxito,-8.5785,13.6643,25.54,92,100,1.12,AO,1681192838
230,davidson,36.1501,-86.7833,13.4,72,40,0.0,US,1681192839
231,ossora,59.2353,163.0719,-7.48,93,100,9.46,RU,1681192279
232,srednekolymsk,67.45,153.6833,-12.57,81,88,4.69,RU,1681192273
233,itupiranga,-5.1347,-49.3267,24.18,96,100,1.78,BR,1681192839
234,leshukonskoye,64.8989,45.7622,0.72,96,100,3.58,RU,1681192328
235,gurupa,-1.405,-51.64,22.97,98,98,1.12,BR,1681192840
236,sompeta,18.9333,84.6,39.52,20,0,4.8,IN,1681192840
237,batagay,67.6333,134.6333,-10.77,68,29,1.95,RU,1681192366
238,marsabit,2.3284,37.9899,22.94,54,97,3.94,KE,1681192841
239,bubaque,11.2833,-15.8333,24.19,65,68,5.04,GW,1681192842
240,tadine,-21.55,167.8833,27.65,76,37,3.53,NC,1681192843
241,rajanpur,29.1035,70.325,35.66,10,54,1.89,PK,1681192843
242,vichy,46.25,3.5833,8.53,96,100,2.38,FR,1681192843
243,uttaradit,17.6667,100.5,40.57,21,4,3.06,TH,1681192843
244,alegrete,-29.7831,-55.7919,18.72,64,0,2.16,BR,1681192793
245,nioro,13.35,-15.75,22.24,46,36,1.9,GM,1681192843
246,ware,51.8126,-0.0283,6.79,87,3,3.6,GB,1681192844
247,roebourne,-20.7833,117.1333,34.71,23,69,3.9,AU,1681192844
248,albacete,38.8333,-2.0,13.44,56,0,1.03,ES,1681192844
249,kaitangata,-46.2817,169.8464,12.39,97,61,2.8,NZ,1681192255
250,quatre cocos,-20.2078,57.7625,26.72,75,98,7.02,MU,1681192318
251,aswan,24.0934,32.907,24.34,35,90,8.24,EG,1681192827
252,acarau,-2.8856,-40.12,27.57,71,100,3.03,BR,1681192844
253,abu kamal,34.4506,40.9171,21.45,63,84,3.99,SY,1681192845
254,half moon bay,37.4636,-122.4286,14.39,90,100,4.12,US,1681192743
255,camocim,-2.9022,-40.8411,26.69,80,100,4.87,BR,1681192845
256,qaqortoq,60.7167,-46.0333,-0.02,81,100,2.7,GL,1681192317
257,banda aceh,5.5577,95.3222,28.73,72,44,6.57,ID,1681192845
258,stromness,58.965,-3.296,6.6,85,100,2.68,GB,1681192845
259,mitsamiouli,-11.3847,43.2844,28.38,73,10,4.3,KM,1681192845
260,izumo,35.3667,132.7667,23.97,49,20,10.8,JP,1681192845
261,celestun,20.8667,-90.4,25.45,76,100,7.93,MX,1681192846
262,beyneu,45.3167,55.2,17.7,33,70,2.33,KZ,1681192846
263,cedar city,37.6775,-113.0619,16.54,20,0,1.54,US,1681192686
264,khrebtovaya,56.7032,104.2494,-0.79,78,100,4.71,RU,1681192846
265,lakkion,37.1333,26.85,12.72,69,80,6.59,GR,1681192846
266,baijiantan,45.6333,85.1833,17.46,39,100,6.57,CN,1681192846
267,kavaratti,10.5669,72.642,28.92,67,81,1.73,IN,1681192324
268,saint george,37.1041,-113.5841,20.33,34,0,1.79,US,1681192257
269,ubud,-8.5098,115.2654,25.62,61,70,3.75,ID,1681192847
270,viransehir,37.2353,39.7631,11.88,97,100,4.41,TR,1681192686
271,bozova,37.3625,38.5267,13.51,95,100,4.84,TR,1681192847
272,edd,13.9297,41.6925,33.91,40,0,4.72,ER,1681192848
273,simao,22.7886,100.9748,33.6,13,5,2.33,CN,1681192848
274,pimentel,-6.8367,-79.9342,26.16,78,0,3.09,PE,1681192848
275,fangshan,39.6983,115.9925,18.56,7,1,5.8,CN,1681192848
276,busembatia,0.7697,33.6131,23.43,67,79,2.71,UG,1681192849
277,nhulunbuy,-12.2333,136.7667,32.34,66,40,3.6,AU,1681192256
278,touros,-5.1989,-35.4608,24.59,85,90,3.88,BR,1681192214
279,jibuti,11.5,42.5,25.4,68,39,11.0,DJ,1681192849
280,noumea,-22.2763,166.4572,27.99,78,77,1.52,NC,1681192806
281,ilulissat,69.2167,-51.1,5.01,38,11,10.8,GL,1681192261
282,sioux lookout,50.1001,-91.917,7.04,57,0,3.09,CA,1681192281
283,beira,-19.8436,34.8389,27.05,100,75,3.13,MZ,1681192849
284,mayo,38.8876,-76.5119,11.18,57,0,3.6,US,1681192849
285,ventersburg,-28.0856,27.1381,11.71,34,0,1.77,ZA,1681192849
286,lavrentiya,65.5833,-171.0,-26.0,93,5,2.48,RU,1681192849
287,antofagasta,-23.65,-70.4,18.6,84,24,1.94,CL,1681192718
288,santa barbara,34.7333,-120.0343,8.46,92,0,2.06,US,1681192850
289,mozarlandia,-14.7447,-50.5706,21.54,94,70,0.51,BR,1681192850
290,mamit,23.9333,92.4833,32.46,24,0,2.57,IN,1681192850
291,atar,20.5169,-13.0499,25.33,36,33,7.13,MR,1681192301
292,eureka,40.8021,-124.1637,10.11,97,100,4.02,US,1681192683
293,srandakan,-7.9386,110.2506,29.98,67,51,4.47,ID,1681192353
294,chiang kham,19.5233,100.3,39.56,14,6,2.0,TH,1681192850
295,college,64.8569,-147.8028,-11.82,61,40,0.0,US,1681192850
296,cacador,-26.7753,-51.015,16.65,88,99,1.11,BR,1681192850
297,vestmannaeyjar,63.4427,-20.2734,4.59,94,100,8.1,IS,1681192277
298,bonavista,48.6499,-53.1147,-0.62,87,13,6.02,CA,1681192369
299,teofilo otoni,-17.8575,-41.5053,18.84,92,100,1.09,BR,1681192850
300,kungurtug,50.5994,97.5228,0.84,64,51,1.04,RU,1681192851
301,kashmor,28.4333,69.5833,35.43,16,86,3.9,PK,1681192851
302,asau,46.4333,26.4,6.51,84,100,4.19,RO,1681192335
303,alice springs,-23.7,133.8833,34.75,12,49,4.6,AU,1681192851
304,orsova,44.7253,22.3961,7.79,91,49,2.6,RO,1681192851
305,tura,25.5198,90.2201,33.11,16,4,3.1,IN,1681192851
306,bayshore gardens,27.4253,-82.5904,20.01,69,15,10.69,US,1681192851
307,havre-saint-pierre,50.2334,-63.5986,1.2,86,100,3.09,CA,1681192366
308,parkhill,43.1501,-81.6831,9.23,61,74,4.69,CA,1681192810
309,atherton,53.5237,-2.4935,6.88,80,73,0.45,GB,1681192851
310,rudbar,30.15,62.6,30.62,12,0,2.52,AF,1681192851
311,yulara,-25.2406,130.9889,35.28,17,100,7.05,AU,1681192336
312,pangnirtung,66.1451,-65.7125,-15.53,58,0,3.42,CA,1681192279
313,petropavl,54.8753,69.1628,1.99,44,0,7.0,KZ,1681192851
314,usinsk,65.9939,57.5281,0.07,100,100,7.47,RU,1681192852
315,samarai,-10.6167,150.6667,24.49,93,100,1.19,PG,1681192852
316,santa maria da boa vista,-8.8078,-39.8256,23.27,71,100,3.28,BR,1681192852
317,berdigestyakh,62.0989,126.6992,-3.62,77,100,2.36,RU,1681192852
318,port keats,-14.25,129.55,30.34,69,36,6.58,AU,1681192852
319,port blair,11.6667,92.75,33.02,66,20,4.12,IN,1681192852
320,araguaina,-7.1911,-48.2072,21.96,97,100,1.49,BR,1681192852
321,yumen,40.2833,97.2,16.71,12,94,4.58,CN,1681192852
322,tawau,4.2498,117.8871,31.07,74,100,2.68,MY,1681192852
323,clyde river,70.4692,-68.5914,-22.87,70,0,4.63,CA,1681192852
324,voskresenskoye,56.8381,45.4317,8.41,57,11,1.32,RU,1681192852
325,virginia beach,36.8529,-75.978,7.23,91,0,0.0,US,1681192582
326,kysyl-syr,63.8986,122.7617,-8.54,83,100,2.1,RU,1681192853
327,mandurah,-32.55,115.7,22.17,67,87,6.16,AU,1681192853
328,saint-augustin,51.226,-58.6502,0.58,92,85,5.78,CA,1681192265
329,dingle,10.9995,122.6711,26.57,77,100,3.01,PH,1681192853
330,krasnoselkup,65.7,82.4667,-18.0,87,68,6.94,RU,1681192279
331,omsukchan,62.5333,155.8,-11.18,87,100,7.19,RU,1681192853
332,okhotsk,59.3833,143.3,0.02,70,0,4.53,RU,1681192853
333,novikovo,51.1537,37.8879,10.58,46,100,4.55,RU,1681192853
334,kapoeta,4.7717,33.5903,29.79,41,79,9.2,SS,1681192853
335,oranjemund,-28.55,16.4333,14.89,63,67,3.63,NA,1681192780
336,wick,58.4333,-3.0833,5.03,87,100,4.63,GB,1681192853
337,batemans bay,-35.7167,150.1833,20.05,55,36,2.52,AU,1681192853
338,murindo,6.9848,-76.7544,23.21,99,87,0.84,CO,1681192854
339,camopi,3.1655,-52.3158,21.63,100,98,0.66,GF,1681192854
340,beringovskiy,63.05,179.3167,-14.39,88,100,9.75,RU,1681192305
341,komsomolskiy,40.4272,71.7189,18.4,55,75,0.0,UZ,1681192854
342,stettler,52.3168,-112.7186,3.86,60,100,2.06,CA,1681192812
343,port macquarie,-31.4333,152.9167,21.61,45,0,4.03,AU,1681192285
344,esil,51.9556,66.4042,5.25,47,47,4.9,KZ,1681192854
345,tumbagaan,5.3656,120.3139,27.82,76,60,4.46,PH,1681192854
346,pangkalanbuun,-2.6833,111.6167,33.66,47,92,2.81,ID,1681192840
347,staryy nadym,65.6118,72.6842,-15.25,75,47,3.68,RU,1681192854
348,manokwari,-0.8667,134.0833,28.43,72,87,3.49,ID,1681192854
349,cockburn town,21.4612,-71.1419,25.01,80,27,3.83,TC,1681192855
350,alamogordo,32.8995,-105.9603,18.77,33,40,4.12,US,1681192855
351,mount hagen,-5.8581,144.2274,22.42,68,40,4.12,PG,1681192855
352,nyurba,63.2842,118.3319,-7.3,74,100,1.61,RU,1681192855
353,fortuna,40.5982,-124.1573,10.52,95,100,0.45,US,1681192278
354,pacific grove,36.6177,-121.9166,12.41,91,100,2.06,US,1681192242
355,micheweni,-4.9667,39.8333,28.2,75,71,1.4,TZ,1681192357
356,rocky mount,35.9382,-77.7905,6.59,71,6,1.52,US,1681192788
357,contai,21.7786,87.7536,39.51,10,0,3.42,IN,1681192855
358,bermeo,43.4209,-2.7215,15.69,85,100,3.21,ES,1681192855
359,klaksvik,62.2266,-6.589,5.51,83,100,2.39,FO,1681192856
360,orlik,52.5178,99.825,-2.56,66,88,0.85,RU,1681192856
361,malangwa,26.8568,85.5581,37.45,8,0,4.78,NP,1681192856
362,menomonie,44.8755,-91.9193,10.06,71,0,0.0,US,1681192809
363,ocampo,21.65,-101.5,12.1,84,51,8.78,MX,1681192856
364,kidal,18.4411,1.4078,26.54,15,98,6.46,ML,1681192344
365,kimbe,-5.5502,150.1429,27.94,77,100,1.12,PG,1681192856
366,victor harbor,-35.5667,138.6167,18.71,60,100,5.18,AU,1681192308
367,chifeng,42.2683,118.9636,5.87,8,0,12.72,CN,1681192830
368,mnogovershinnyy,53.9353,139.9242,0.9,38,100,3.33,RU,1681192856
